ISBN,AUTHOR,TITLE,ED,YEAR,DIS,CURR,PRICE,STREAM,SUBJECT,LEVEL
9789352501328,JOYDEEP DAS GUPTA,HOSPITAL ADMINISTRATION AND MANAGEMENT:A COMPREHENSIVE GUIDE,2/E,2016,35.00%,INR,850,ALLIED,PRINCIPLES OF HOSPITAL MANAGEMENT,ALLIED
9789389776317,CHESTON B CUNHA,ANTIBIOTIC ESSENTIALS 2020,17/E,2020,45.00%,INR,2595,MEDICAL,INTERNAL MEDICINE,P&R
9788171796397,SHREENANDAN BANSAL,ANATOMY & PHYSIOLOGY FOR NURSES (HINDI),1/E R.P.,2006,37.50%,INR,650,NURSING,ANATOMY,NURSING BASIC
9789350251850,BASAVANTHAPPA BT,ESSENTIALS OF COMMUNITY HEALTH NURSING,1/E,2011,37.50%,INR,1195,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789352701438,ANNAMMA JACOB,MATERNAL & NEONATAL NURSING CARE PLANS,2/E,2019,37.50%,INR,1395,NURSING,MATERNAL AND NEONATAL NURSING,NURSING CLINICAL
9788184483970,SARASWATHI,HANDBOOK OF ANATOMY FOR NURSES,1/E R.P.,2009,37.50%,INR,450,NURSING,ANATOMY,NURSING BASIC
9789354651397,HIRALAL KONAR,DC DUTTA’S CLINICS IN GYNECOLOGY,1/E,2022,35.00%,INR,995,MEDICAL,OBSTETRICS AND GYNECOLOGY,PG
9789385891007,CLEMENT I,TEXTBOOK ON PSYCHOLOGY FOR BSC NURSING STUDENTS AS PER INC SYLLABUS,1/E,2016,37.50%,INR,595,NURSING,PSYCHOLOGY,NURSING BASIC
9789350259030,TITI MANGALATHIL,CUMULATIVE RECORD OF CLINICAL EXPERIENCE FOR POST BASIC BSC NURSING (AS PER THE GUID.OF IND.NUR.COU),1/E,2012,37.50%,INR,195,NURSING,CLINICAL RECORD BOOK,NURSING CLINICAL
9789351525059,ARJITA SENGAR,MEDICAL SURGICAL NURSING I SOLVED QUESTION BANK (AS PER THE SYLLABUS OF INC FOR GNM) (IN HINDI),1/E,2015,37.50%,INR,250,NURSING,MEDICAL SURGICAL NURSING,NURSING CLINICAL
9789351528241,AJAY KUMAR BHOOTRA,OPTICIAN'S GUIDE: A MANUAL FOR OPTICIANS,3/E,2018,35.00%,INR,395,ALLIED,VISUAL OPTICS,ALLIED
9789351526162,GS PURUSHOTHAMA,SOCIOLOGY FOR NURSING & HEALTH SCIENCES,2/E,2015,37.50%,INR,450,NURSING,SOCIOLOGY,NURSING BASIC
9788184485455,CLEMENT I,BASIC CONCEPTS ON COMMUNITY HEALTH NURSING,2/E R.P.,2011,37.50%,INR,1195,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789351525035,ARJITA SENGAR,COMMUNITY HEALTH NURSING I SOLVED QUESTION BANK (AS PER THE SYLLABUS OF INC FOR GNM) (HINDI),1/E,2015,37.50%,INR,250,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789354656224,A PADMAJA,PEDIATRIC NURSING PROCEDURE MANUAL,2/E,2022,37.50%,INR,595,NURSING,CHILD HEALTH (PEDIATRIC) NURSING,NURSING CLINICAL
9789351525097,ARJITA SENGAR,PSYCHOLOGY AND SOCIOLOGY SOLVED QUESTION BANK (AS PER THE SYLLABUS OF INC FOR GNM) (IN HINDI),1/E,2015,37.50%,INR,295,NURSING,PSYCHOLOGY,NURSING BASIC
9789388958783,ACHARYA VED TARACHAND SHARMA,"RACHANA SHAARIR (AYURVEDIYA SHARIR RACHANA VIGYAN)
",1/E,2019,35.00%,INR,650,ALTERNATIVE MEDICINE,RACHANA SHARIR,ALTERNATIVE MEDICINE
9789351525509,JAYA SHANKAR KAUSHIK,CLINICAL APPROACH TO PEDIATRIC NEUROLOGY FOR POSTGRADUATE STUDENTS AND PRACTICING PEDIATRICIANS,1/E,2021,35.00%,INR,1750,MEDICAL,PEDIATRICS,PG
9789351526100,MANJUBALA DASH,WARD MANAGEMENT & ADMINISTRATION FOR NURSES,1/E,2015,37.50%,INR,450,NURSING,ADMINISTRATION AND WARD MANAGEMENT,NURSING CLINICAL
9789354658877,KARESH PRASAD,"FIRST AID FOR NURSES: WITH SPECIAL EMPHASIS ON NUCLEAR, BIOLOGICAL AND CHEMICAL WARFARE",2/E,2022,37.50%,INR,395,NURSING,FIRST AID NURSING,NURSING BASIC
9788180613562,RAJU,BIOCHEMISTRY FOR NURSES,1/E R.P.,2008,37.50%,INR,450,NURSING,BIOCHEMISTRY,NURSING BASIC
9789352702954,HCL RAWAT,ESSENTIALS OF ENVIRONMENTAL SCIENCES AND HYGIENE FOR NURSING AND PHARMACY STUDENTS,1/E,2018,37.50%,INR,295,NURSING,ENVIRONMENTAL SCIENCES AND HYGIENE,NURSING BASIC
9789352704736,BALAJI GOVINDASWAMI,PREVENTIVE NEWBORN HEALTH,1/E,2021,35.00%,INR,2495,MEDICAL,NEONATOLOGY AND PERINATOLOGY,P&R
9788180619908,K THAYALAN,BIO-MEDICAL PHYSICS FOR NURSES,1/E,2007,37.50%,INR,450,NURSING,BIOPHYSICS,NURSING BASIC
9789390020898,ELAKKUVANA BHASKARA RAJ D,NURSING MSC SOLVED QUESTION PAPERS FOR 1ST YEAR 2019-2014,2/E,2021,37.50%,INR,750,NURSING,MULTI SUBJECT,NURSING CLINICAL
9789350905265,BASAVANTHAPPA BT,NURSING FOUNDATION,1/E,2013,37.50%,INR,1350,NURSING,NURSING FOUNDATION,NURSING BASIC
9789385999208,SURESH K SHARMA,GENETICS & GENOMICS IN NURSING (PREVIOUSLY KNOWN AS HUMAN GENETICS IN NURSING),3/E,2016,37.50%,INR,750,NURSING,PATHOLOGY AND GENETICS,NURSING BASIC
9789350906675,SHIVANANDA NAYAK B,MANIPAL MANUAL OF CLINICAL BIOCHEMISTRY (FOR MED.LAB.AND MSC STUD.),4/E,2013,35.00%,INR,750,ALLIED,CLINICAL BIOCHEMISTRY,ALLIED
9789386261557,INDIRA CK,SEAR'S ANATOMY & PHYSIOLOGY FOR NURSES AS PER INC SYLLABUS,7/E,2018,37.50%,INR,850,NURSING,ANATOMY,NURSING BASIC
9789354651342,HIRALAL KONAR,DC DUTTA’S CLINICS IN OBSTETRICS,1/E,2022,35.00%,INR,995,MEDICAL,OBSTETRICS AND GYNECOLOGY,PG
9788194709053,K TAMILMANI,PRACTICAL GUIDE FOR FORENSIC MEDICINE AND TOXICOLOGY,2/E,2021,30.00%,INR,795,MEDICAL,FORENSIC MEDICINE AND TOXICOLOGY,UG BASIC
9788171797219,CM FRANCIS,HOSPITAL ADMINISTRATION,3/E R.P.,2019,35.00%,INR,550,ALLIED,GENERAL,ALLIED
9789352707621,LALIT KUMAR GUPTA,IADVL’S CONCISE TEXTBOOK OF DERMATOLOGY,2/E,2019,35.00%,INR,1850,MEDICAL,"DERMATOLOGY, VENEREOLOGY AND LEPROSY",UG CLINICAL
9789390595525,P HARIPRASATH,TEXTBOOK OF CARDIOVASCULAR & THORACIC NURSING,2/E,2022,37.50%,INR,1395,NURSING,MEDICAL SURGICAL NURSING - CARDIOVASCULAR & THORAC,NURSING CLINICAL
9789351529088,DADAPEER K,ESSENTIALS OF OPHTHALMOLOGY,1/E,2015,30.00%,INR,1350,MEDICAL,OPHTHALMOLOGY,UG CLINICAL
9789386150332,V SUPRIYA,CLINICAL NUTRITION AND DIETETICS MANUAL FOR NURSES,1/E,2017,37.50%,INR,650,NURSING,NUTRITION AND DIETETICS,NURSING BASIC
9789350902615,PAWAN SHARMA,ESSENTIALS OF MENTAL HEALTH NURSING,1/E,2013,37.50%,INR,695,NURSING,MENTAL HEALTH (PSYCHIATRIC) NURSING,NURSING CLINICAL
9789354652479,TEJINDER SINGH,PRINCIPLES OF ASSESSMENT IN MEDICAL EDUCATION,2/E,2022,35.00%,INR,1495,MEDICAL,MEDICAL EDUCATION,PG
9789354653292,KV KRISHNA DAS,CLINICAL MEDICINE,5/E,2022,30.00%,INR,1495,MEDICAL,INTERNAL MEDICINE,UG CLINICAL
9789350902103,GD MOGLI,PARAMEDICS 6-IN-1 HANDBOOK,2/E,2013,35.00%,INR,1150,ALLIED,MULTI SUBJECT,ALLIED
9789390595266,KESHAB RAJ PAUDEL,HANDBOOK OF PHARMACOLOGY FOR NURSING STUDENTS,2/E,2022,37.50%,INR,395,NURSING,PHARMACOLOGY,NURSING BASIC
9789350257616,RAMAN KALIA,CLINICAL COMPREHENSIVE LOG BOOK FOR BSC NURSING (AS PER LATEST SYLLABUS OF INC,1/E,2012,37.50%,INR,250,NURSING,CLINICAL RECORD BOOK,NURSING CLINICAL
9789354650659,SANJEEV KUMAR SHARMA,POSTGRADUATE REVIEW: MCQS IN HEMATOLOGY,3/E,2022,35.00%,INR,1395,MEDICAL,HEMATOLOGY,PG
9789352706013,GD MOGLI,ANATOMY & PHYSIOLOGY FOR PARAMEDICAL STUDENTS,1/E,2019,35.00%,INR,550,ALLIED,ANATOMY,ALLIED
9789352705528,CM MARYA,A PRACTICAL MANUAL OF PUBLIC HEALTH DENTISTRY,2/E,2019,30.00%,INR,695,DENTISTRY,PUBLIC HEALTH DENTISTRY,DENTISTRY CLINICAL
9789352701452,K SRI NAGESWARI,PRACTICAL WORKBOOK OF HUMAN PHYSIOLOGY,2/E,2018,30.00%,INR,795,MEDICAL,PHYSIOLOGY,UG BASIC
9789350250549,ELAKKUVANA BHASKARA RAJ D,NURSING THEORIES A PRACTICAL VIEW,1/E,2011,37.50%,INR,495,NURSING,NURSING THEORIES,NURSING BASIC
9789389587913,BIMAN KANTI RAY,BEDSIDE NEUROLOGY: CLINICAL APPROACH,1/E,2020,45.00%,INR,1595,MEDICAL,NEUROLOGY AND NEUROSURGERY,PG
9789380704814,RL BIJLANI,UNDERSTANDING MEDICAL PHYSIOLOGY A TEXTBOOK FOR MEDICAL STUDENTS,4/E,2010,30.00%,INR,2195,MEDICAL,PHYSIOLOGY,UG BASIC
9789389587005,BALASUBRAMANIAN S,IAP GUIDEBOOK ON IMMUNIZATION 2018-2019 BY ADVISORY COMMITTEE ON VACCINES & IMMUNIZATION PRACTICES (,3/E,2020,30.00%,INR,795,MEDICAL,PEDIATRICS,PG
9789386150356,PANKAJ HANS,JAYPEE'S NURSING DRUG BOOK 2017-2018,2/E,2017,37.50%,INR,995,NURSING,PHARMACOLOGY,NURSING BASIC
9788180612169,TK INDRANI,HISTORY OF NURSING,4/E R.P.,2007,37.50%,INR,350,NURSING,GENERAL,NURSING BASIC
9789389188684,SHIVANANDA NAYAK B,ESSENTIALS OF BIOCHEMISTRY (FOR MEDICAL STUDENTS) AS PER THE REVISED NMC CURRICULUM,4/E,2022,35.00%,INR,995,MEDICAL,BIOCHEMISTRY,UG BASIC
9789390020904,ELAKKUVANA BHASKARA RAJ D,NURSING MSC SOLVED QUESTION PAPERS FOR 2ND  YEAR 2019-2014,2/E,2021,37.50%,INR,750,NURSING,MULTI SUBJECT,NURSING CLINICAL
9788171799190,CP THRESYAMMA,A GUIDE TO MIDWIFERY STUDENTS,1/E R.P.,2008,37.50%,INR,495,NURSING,MIDWIFERY NURSING,NURSING CLINICAL
9789350251379,BASAVANTHAPPA BT,COMMUNICATION AND EDUCATIONAL TECHNOLOGY FOR NURSES,1/E,2011,37.50%,INR,650,NURSING,COMMUNICATION AND EDUCATIONAL TECHNOLOGY,NURSING BASIC
9788180611469,RL ICHHPUJANI,MICROBIOLOGY FOR NURSES,2/E R.P.,2010,37.50%,INR,550,NURSING,MICROBIOLOGY,NURSING BASIC
9789351525103,ARJITA SENGAR,PEDIATRIC NURSING SOLVED QUESTION BANK (AS PER THE SYLLABUS OF INC FOR GNM) ( IN HINDI),1/E,2015,37.50%,INR,350,NURSING,CHILD HEALTH (PEDIATRIC) NURSING,NURSING CLINICAL
9789390595662,RAVINDRA B SABNIS,"PRACTICAL UROLOGY (INSTRUMENTS, PATHOLOGY, RADIOLOGY) A COMPREHENSIVE GUIDE",2/E,2022,35.00%,INR,1695,MEDICAL,UROLOGY,PG
9789352702527,ACHARYA VED TARACHAND SHARMA,AYURVEDIC PADARTH VIGYAN EVUM AYURVEDA ITIHAS (HINDI),1/E,2018,35.00%,INR,895,ALTERNATIVE MEDICINE,PADARTHA VIGYAN AND AYURVED ITIHAS,ALTERNATIVE MEDICINE
9788180611797,TK INDRANI,TEXTBOOK OF MIDWIFERY,1/E R.P.,2007,37.50%,INR,495,NURSING,MIDWIFERY NURSING,NURSING CLINICAL
9789351522997,CLEMENT I,TEXTBOOK OF NUTRITION & DIETETICS FOR POST BASIC BSC NURSING STUDENTS,1/E,2015,37.50%,INR,850,NURSING,NUTRITION AND DIETETICS,NURSING BASIC
9789352709601,POONAM JOSHI,PEDIATRIC & NEONATAL NURSING MANUAL,1/E,2020,37.50%,INR,495,NURSING,CHILD HEALTH (PEDIATRIC) NURSING,NURSING CLINICAL
9789350906460,NAMITA JAGGI,MICROBIOLOGY THEORY FOR MLT (MEDICAL LABORATORY TECHNOLOGY),2/E,2013,35.00%,INR,950,ALLIED,CLINICAL MICROBIOLOGY AND PARASITOLOGY,ALLIED
9789389776799,NEETA J VYAS,PRINCIPLES AND PRACTICE OF PHYSICAL REHABILITATION,1/E,2020,35.00%,INR,1995,ALLIED,REHABILITATION,ALLIED
9789352709793,ANOOP VERMA,IAP TEXTBOOK OF PEDIATRIC NEUROLOGY,2/E,2019,30.00%,INR,1995,MEDICAL,PEDIATRICS,PG
9789352708307,RICHA SAXENA,TEXTBOOK FOR MRCOG-1: BASIC SCIENCES IN OBSTETRICS & GYNAECOLOGY (AS PER THE LATEST RCOG MODUL,2/E,2019,35.00%,INR,2795,MEDICAL,OBSTETRICS AND GYNECOLOGY,PG
9789350253908,VEERABHADRAPPA GM,THE SHORT TEXTBOOK OF NURSING EDUCATION,1/E,2011,37.50%,INR,495,NURSING,COMMUNICATION AND EDUCATIONAL TECHNOLOGY,NURSING CLINICAL
9789386261762,VIMAL D MOZE,ESSENTIALS OF NURSING FOUNDATION AS PER INC SYLLABUS,1/E,2017,37.50%,INR,495,NURSING,NURSING FOUNDATION,NURSING BASIC
9789350903315,SAMTA SONI,TEXTBOOK OF ADVANCE NURSING PRACTICE,1/E,2013,37.50%,INR,850,NURSING,ADVANCED NURSING PRACTICE,NURSING CLINICAL
9789352703272,MAHIPAL SINGH FENIN,PRACTICAL RECORD BOOK FOR BSC NURSING,2/E,2018,37.50%,INR,250,NURSING,CLINICAL RECORD BOOK,NURSING CLINICAL
9789350902035,KONNUR,"PSYCHOLOGY FOR GRADUATE NURSES (BSC NURSING, POST BASIC NURSING)",1/E,2013,37.50%,INR,495,NURSING,PSYCHOLOGY,NURSING BASIC
9789389587074,ARUCHAMY LAKSHMANASWAMY,PRACTICAL PEDIATRICS,1/E,2020,35.00%,INR,995,MEDICAL,PEDIATRICS,UG CLINICAL
9789350251621,CECY CORREIA,COMPREHENSIVE COMMUNITY HEALTH NURSING,1/E,2011,37.50%,INR,650,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9788184481105,GUPTA,PRACTICAL NURSING PROCEDURE,3/E,2007,37.50%,INR,695,NURSING,NURSING PRACTICE AND PROCEDURES,NURSING BASIC
9789352703999,RAVINDER NATH BANSAL,POCKET MANUAL TO CASE TAKING,3/E,2018,35.00%,INR,195,MEDICAL,INTERNAL MEDICINE,UG CLINICAL
9788180619328,MONICA CHAUDHRY,CONTACT LENS PRIMER,1/E,2007,35.00%,INR,795,ALLIED,CONTACT LENS,ALLIED
9789389776379,BALDEV PRAJAPATI,IAP CLINICAL EXAMINATION IN PEDIATRICS,1/E,2021,30.00%,INR,1095,MEDICAL,PEDIATRICS,PG
9789386150752,ASPI F GOLWALLA,ABC OF MEDICINE (WITH MNEMONICS),16/E,2020,35.00%,INR,450,MEDICAL,INTERNAL MEDICINE,UG CLINICAL
9789350251225,SURESH K SHARMA,BIOPHYSICS IN NURSING,1/E,2011,37.50%,INR,550,NURSING,BIOPHYSICS,NURSING BASIC
9789386261229,SATYA BHUSHAN NAGAR,ESSENTIALS OF COMMUNITY-BASED REHABILITATION,1/E,2017,35.00%,INR,850,ALLIED,COMMUNITY BASED REHABILITATION,ALLIED
9789350251577,TENDOLKAR,HANDBOOK OF NURSING RESEARCH & BIOSTATISTICS,1/E,2011,37.50%,INR,450,NURSING,NURSING RESEARCH AND STATISTICS,NURSING CLINICAL
9789350250976,BASAVANTHAPPA BT,ESSENTIALS OF NURSING RESEARCH,1/E,2010,37.50%,INR,495,NURSING,NURSING RESEARCH AND STATISTICS,NURSING CLINICAL
9789385891151,A SUDHAKAR,PRACTICAL CASEBOOK CHILD HEALTH NURSING FOR GNM & POST BASIC BSC NURSING STUDENTS,1/E,2016,37.50%,INR,450,NURSING,CLINICAL RECORD BOOK,NURSING CLINICAL
9789352706051,JOHN R PRAMOD,TEXTBOOK OF DENTAL RADIOLOGY,3/E,2019,35.00%,INR,795,DENTISTRY,ORAL MEDICINE AND RADIOLOGY,DENTISTRY CLINICAL
9789350908594,CECY CORREIA,MEDICAL SURGICAL NURSING SYSTEMIC DISEASE AS PER INC SYLLABUS (2VOLS),1/E,2017,37.50%,INR,1450,NURSING,MEDICAL SURGICAL NURSING,NURSING CLINICAL
9789354650574,PRANAB DEY,DIAGNOSTIC CYTOLOGY,3/E,2022,45.00%,INR,6995,MEDICAL,PATHOLOGY,P&R
9789389188974,TM ANANDA KESAVAN,IAP TEXTBOOK OF PEDIATRIC RADIOLOGY,2/E,2020,30.00%,INR,995,MEDICAL,PEDIATRICS,PG
9789351529828,SK GUPTA,DRUG SCREENING METHODS,3/E,2016,35.00%,INR,1995,MEDICAL,PHARMACOLOGY,PG
9789351520740,BASAVANTHAPPA BT,NURSING RESEARCH & STATISTICS,3/E,2014,37.50%,INR,995,NURSING,NURSING RESEARCH AND STATISTICS,NURSING CLINICAL
9788184481143,RAVIKIRAN ONGOLE,CLINICAL MANUAL FOR ORAL MEDICINE AND RADIOLOGY,1/E,2007,35.00%,INR,795,DENTISTRY,ORAL MEDICINE AND RADIOLOGY,DENTISTRY CLINICAL
9789380704685,BISWAS PUSHPA,FLORENCE NIGHTINGALE,1/E,2010,37.50%,INR,450,NURSING,GENERAL,NURSING BASIC
9789350251027,MADHUSUDAN,SOCIOLOGY FOR NURSING AND ALLIED HEALTH SCIENCES,1/E,2011,37.50%,INR,495,NURSING,SOCIOLOGY,NURSING BASIC
9788184486254,BASAVANTHAPPA BT,NURSING EDUCATION,2/E,2009,37.50%,INR,1795,NURSING,NURSING EDUCATION,NURSING CLINICAL
9789354651137,RAJAN MOHAN,COLOR ATLAS OF RETINA & OPTIC NERVE,1/E,2022,45.00%,INR,3295,MEDICAL,OPHTHALMOLOGY,P&R
9789351525660,SUSAMMA VARGHESE,TEXTBOOK OF PEDIATRIC NURSING,1/E,2015,37.50%,INR,1095,NURSING,CHILD HEALTH (PEDIATRIC) NURSING,NURSING CLINICAL
9788184487145,BASAVAIAH,NURSING HEALTH ECONOMICS,1/E,2009,37.50%,INR,450,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789389188462,KAPIL ZIRPE,CRITICAL CARE MEDICINE MCQS- PRACTICE BOOK (ISCCM),2/E,2020,35.00%,INR,1395,MEDICAL,CRITICAL CARE,PG
9789389129984,SONAL PANCHAL,ULTRASOUND IN INFERTILITY & GYNECOLOGY TEXT & ATLAS,2/E,2019,45.00%,INR,3295,MEDICAL,OBSTETRICS AND GYNECOLOGY,P&R
9789351526223,ANJULA VIJ,"ANATOMY,PHYSIOLOGY & BIOCHEMISTRY MADE EASY FOR NURSES",1/E,2015,37.50%,INR,650,NURSING,ANATOMY,NURSING BASIC
9789385891670,VIVEK JAIN,OSCE IN PEDIATRICS,2/E,2016,35.00%,INR,1095,MEDICAL,PEDIATRICS,PG
9789350909805,SHUVA DAS GUPTA,NURSING INTERVENTIONS FOR THE CRITICALLY ILL,2/E,2014,37.50%,INR,495,NURSING,MEDICAL SURGICAL NURSING - CRITICAL CARE NURSING,NURSING CLINICAL
9789352703678,AJAY KUMAR AGRAWAL,A PRACTICAL GUIDE TO SURGICAL INSTRUMENTS X-RAYS AND OPERATIVE INTERVENTIONS,1/E,2018,35.00%,INR,995,MEDICAL,INSTRUMENTS,UG CLINICAL
9789350903070,KAMALJIT KAUR,COMMUNITY HEALTH NURSING (AS PER THE SYLLABUS OF INC)PUNJABI,1/E,2013,37.50%,INR,295,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789351524403,GURKEERAT SINGH,TEXTBOOK OF ORTHODONTICS,3/E,2015,30.00%,INR,1595,DENTISTRY,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,DENTISTRY CLINICAL
9789351525592,SM RAJU,ANATOMY & PHYSIOLOGY FOR GENERAL NURSING & MIDWIFERY (GNM) WITH FREE PRACTICE WORK BOOK,2/E,2015,37.50%,INR,750,NURSING,ANATOMY,NURSING BASIC
9789351525080,ARJITA SENGAR,OBSTETRIC AND GYNECOLOGICAL NURSING SOLVED QUESTION BANK (AS PER THE SYLLABUS OF INC FOR GNM)(IN HIN,1/E,2015,37.50%,INR,350,NURSING,OBSTETRIC AND GYNECOLOGICAL NURSING,NURSING CLINICAL
9789390020492,ATUL PRABHAKAR KULKARNI,OSCE IN CRITICAL CARE MEDICINE - I,1/E,2020,35.00%,INR,995,MEDICAL,CRITICAL CARE,PG
9789352702114,SRIRAM BHAT M,SRB'S SURGICAL OPERATIONS TEXT & ATLAS,2/E,2018,45.00%,INR,9495,MEDICAL,SURGERY,PG
9789352702503,A PARTHASARATHY,TEXTBOOK OF PEDIATRIC INFECTIOUS DISEASES,2/E,2019,35.00%,INR,1995,MEDICAL,PEDIATRICS,PG
9789352709694,SANTOSH T SOANS,IAP TEXTBOOK OF PEDIATRIC ICU PROTOCOLS,3/E,2019,30.00%,INR,1995,MEDICAL,PEDIATRICS,PG
9789351523529,GS PURUSHOTHAMA,NURSING RESEARCH STATISTICS,1/E,2014,37.50%,INR,495,NURSING,NURSING RESEARCH AND STATISTICS,NURSING CLINICAL
9789352501571,P PRAKASH,FUNDAMENTALS OF PSYCHOLOGY FOR GRADUATE NURSES (REVISED INC SYLLABUS BASED TEXTBOOK),1/E,2016,37.50%,INR,495,NURSING,PSYCHOLOGY,NURSING BASIC
9789351522270,CLEMENT I,TEXTBOOK ON OPERATION THEATER NURSING,1/E,2014,37.50%,INR,1250,NURSING,MEDICAL SURGICAL NURSING,NURSING CLINICAL
9789351527800,GS GARKAL,RADIOLOGY OF POSITIONING AND APPLIED ANATOMY FOR STUDENTS AND PRACTITIONERS,4/E,2015,30.00%,INR,895,MEDICAL,RADIOLOGY,PG
9788171797189,MOLLY SAM,A TEXTBOOK OF NUTRITION FOR NURSES,1/E R.P.,2006,37.50%,INR,450,NURSING,NUTRITION AND DIETETICS,NURSING BASIC
9789380704395,THRESSIAMMA,PROCEDURES AND THEORIES OF COMMUNITY HEALTH NURSING,1/E,2010,37.50%,INR,695,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789350251119,NIRMALA V,RESEARCH METHODOLOGY IN NURSING,1/E,2011,37.50%,INR,495,NURSING,NURSING RESEARCH AND STATISTICS,NURSING CLINICAL
9788184487060,NAGESHKUMAR G RAO,TEXTBOOK OF FORENSIC MEDICINE & TOXICOLOGY,2/E,2010,35.00%,INR,1495,MEDICAL,FORENSIC MEDICINE AND TOXICOLOGY,UG BASIC
9789390595105,JAVIN BISHNU GOGOI,SIMPLIFIED PRACTICAL MANUAL OF BIOCHEMISTRY,3/E,2021,30.00%,INR,395,MEDICAL,BIOCHEMISTRY,UG BASIC
9788184484052,PRAMILAA R,POCKET BOOK ON LABORATORY TESTS FOR NURSES,1/E,2008,37.50%,INR,295,NURSING,MEDICAL SURGICAL NURSING,NURSING CLINICAL
9789351523314,MOHAN BANSAL,"ESSENTIALS OF EAR, NOSE & THROAT",1/E,2016,45.00%,INR,1195,MEDICAL,OTORHINOLARYNGOLOGY/ HEAD AND NECK SURGERY,UG CLINICAL
9789386261076,GL CHATTRI,NURSING DRUG DOSAGES AND THEIR CALCULATIONS,1/E,2017,37.50%,INR,450,NURSING,PHARMACOLOGY,NURSING BASIC
9789389587869,ANJANA AGARWAL,TEXTBOOK OF HUMAN NUTRITION,2/E,2022,35.00%,INR,995,ALLIED,NUTRITION AND DIETETICS,ALLIED
9789385999437,RANGANATH TS,MCQS IN COMMUNITY MEDICINE,1/E,2016,35.00%,INR,495,MEDICAL,COMMUNITY MEDICINE (PSM),UG BASIC
9789350256367,KALAIMATHI,A QUICK REFERENCE GUIDE TO CHILD'S GROWTH & DEVELOPMENT FOR NURSES,1/E,2012,37.50%,INR,295,NURSING,CHILD HEALTH (PEDIATRIC) NURSING,NURSING CLINICAL
9789386056139,MAMITA DEY,A GUIDE TO NURSING RESEARCH AND BIOSTATISTICS,1/E,2016,37.50%,INR,650,NURSING,NURSING RESEARCH AND STATISTICS,NURSING CLINICAL
9788180618567,VIJAYALAKSHMI,MEDICAL SURGICAL NURSING(SOLVED QUESTIONS FOR UNDERGRADUATE NURSES),1/E R.P.,2010,37.50%,INR,395,NURSING,MEDICAL SURGICAL NURSING,NURSING CLINICAL
9788194802815,SHIVARAMA VARAMBALLY,THE SCIENCE AND ART OF YOGA IN MENTAL AND NEUROLOGICAL HEALTHCARE,1/E,2021,35.00%,INR,2395,MEDICAL,PSYCHIATRY,PG
9789352708284,PUNEET,ROSHAN LALL GUPTA'S RECENT ADVANCES IN SURGERY VOL.16,1/E,2019,35.00%,INR,1395,MEDICAL,SURGERY,PG
9789389129748,AJMANI ML,"EMBALMING: PRINCIPLES AND LEGAL ASPECTS
",2/E,2019,35.00%,INR,1295,MEDICAL,ANATOMY,PG
9789390595983,DP LOKWANI,THE ABC OF CBC: INTERPRETATION OF COMPLETE BLOOD COUNT & HISTOGRAMS,2/E,2022,30.00%,INR,1450,MEDICAL,PATHOLOGY,PG
9789351529804,A PADMAJA,TEXTBOOK OF CHILD HEALTH NURSING,1/E,2016,37.50%,INR,1050,NURSING,CHILD HEALTH (PEDIATRIC) NURSING,NURSING CLINICAL
